_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
438705,4152641,2019.0,2021,1954.0,PRIVATE,21,Scarborough Centre,1637 VICTORIA PARK AVE,4,26,2021-04-22,89,Evaluation needs to be conducted in 3 years,17,5.0,3.0,5.0,5.0,5.0,4.0,,4.0,,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,,E2131,43.732195061999995,-79.3052538634,320472.882,4843377.643999999
438706,4153716,2017.0,2021,1956.0,PRIVATE,19,Beaches-East York,619 WOODBINE AVE,4,50,2021-04-22,86,Evaluation needs to be conducted in 3 years,16,5.0,4.0,5.0,4.0,4.0,5.0,,5.0,,,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1935,43.677895694700005,-79.3088113763,320200.146,4837344.5430000005
438707,4153639,2019.0,2021,1915.0,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2021-04-22,42,Building Audit,13,2.0,1.0,1.0,1.0,,2.0,,4.0,,,1.0,1.0,4.0,3.0,2.0,2.0,,3.0,,,S1439,43.6716640558,-79.323704314,319000.793,4836649.59
438708,4152811,2017.0,2021,1991.0,SOCIAL HOUSING,24,Scarborough-Guildwood,450 B SCARBOROUGH GOLF CLUB RD,5,112,2021-04-22,86,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,E2430,43.7546186553,-79.2171707539,327651.524,4845946.183
438709,4155598,2017.0,2021,1978.0,TCHC,11,University-Rosedale,6 HENRY ST,4,105,2021-04-22,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,4.0,,S1144,43.6562790378,-79.3937588727,313353.834,4834930.811000001
438710,4154520,2017.0,2021,1965.0,PRIVATE,8,Eglinton-Lawrence,1 MARQUETTE AVE,4,24,2021-04-22,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.733771348000005,-79.433653399,310128.895,4843537.493
438711,4155085,2017.0,2021,1958.0,PRIVATE,5,York South-Weston,1650 KEELE ST,4,22,2021-04-22,74,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0536,43.683492700100004,-79.47263124439999,306990.985,4837949.057
438712,4153063,2017.0,2021,1959.0,TCHC,4,Parkdale-High Park,20 WEST LODGE AVE,11,299,2021-04-22,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,2.0,4.0,3.0,,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,,,S0435,43.6421900653,-79.4363583389,309918.979,4833362.107
438713,4154046,2017.0,2021,1968.0,SOCIAL HOUSING,19,Beaches-East York,7 GLENBURN AVE,6,55,2021-04-22,72,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,S1927,43.706859873,-79.29707452939999,321138.67600000004,4840564.587
438714,4154045,2017.0,2021,1994.0,SOCIAL HOUSING,19,Beaches-East York,10 GOWER ST,7,164,2021-04-22,87,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,S1927,43.702657978000005,-79.297997207,321065.183,4840098.537
438715,4152956,2018.0,2021,1965.0,PRIVATE,4,Parkdale-High Park,31 SPENCER AVE,6,54,2021-04-22,71,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,3.0,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.635080626000004,-79.429194517,310497.332,4832573.691000001
438716,4154528,2017.0,2021,1956.0,PRIVATE,8,Eglinton-Lawrence,78 NEPTUNE DR,3,12,2021-04-22,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,,N0823,43.7328466433,-79.4361394574,309928.972,4843433.651000001
438717,4155726,2017.0,2021,1989.0,TCHC,19,Beaches-East York,33 COATSWORTH CRES,5,128,2021-04-22,65,Evaluation needs to be conducted in 1 year,19,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,S1931,43.6792629925,-79.3201512401,319285.482,4837494.411
438718,4155614,2019.0,2021,1991.0,SOCIAL HOUSING,19,Beaches-East York,1577 DANFORTH AVE,6,126,2021-04-22,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,S1931,43.6831806444,-79.32304617930001,319051.152,4837929.136
438719,4153720,2020.0,2021,1988.0,SOCIAL HOUSING,19,Beaches-East York,2526 DANFORTH AVE,7,48,2021-04-22,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,S1929,43.6883174325,-79.3025563055,320701.73,4838503.548
438720,4153455,2018.0,2021,1991.0,SOCIAL HOUSING,13,Toronto Centre,177 MUTUAL ST,10,42,2021-04-22,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,,S1328,43.6595590254,-79.3765361369,314742.506,4835297.1280000005
438721,4155083,2017.0,2021,1965.0,PRIVATE,5,York South-Weston,7 NASHVILLE AVE,4,23,2021-04-22,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,W0536,43.683178102,-79.4735022306,306920.77,4837914.084
438722,4153050,2017.0,2021,1967.0,PRIVATE,4,Parkdale-High Park,244 RONCESVALLES AVE,3,22,2021-04-22,76,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S0432,43.6458748737,-79.4493623432,308869.575,4833770.791999999
438723,4153566,2017.0,2021,1984.0,TCHC,13,Toronto Centre,540 QUEEN ST E,6,44,2021-04-22,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,S1330,43.657342412,-79.357649785,316265.96,4835054.266
438724,4156480,2017.0,2021,1966.0,TCHC,19,Beaches-East York,90 PARMA CRT,7,92,2021-04-22,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,S1923,43.717195772,-79.30099923600001,320819.363,4841713.06
438725,4154564,2017.0,2021,1953.0,PRIVATE,8,Eglinton-Lawrence,30 COVINGTON RD,4,26,2021-04-22,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,3.0,,N0823,43.720608211999995,-79.43290764470001,310190.42100000003,4842074.228999999
438726,4153683,2017.0,2021,1955.0,TCHC,19,Beaches-East York,98 ELMER AVE,4,36,2021-04-22,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,2.0,,4.0,,,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,S1938,43.67234454850001,-79.30515721409999,320496.219,4836728.4969999995
438727,4155059,2017.0,2021,1960.0,PRIVATE,8,Eglinton-Lawrence,2495 DUFFERIN ST,3,15,2021-04-22,51,Evaluation needs to be conducted in 1 year,14,3.0,2.0,4.0,2.0,1.0,2.0,,3.0,,,1.0,1.0,5.0,3.0,3.0,2.0,,4.0,,,N0831,43.701727487,-79.4516400175,308682.24,4839975.612
438728,4156483,2017.0,2021,1967.0,TCHC,19,Beaches-East York,5 WAKUNDA PL,11,198,2021-04-21,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,S1923,43.715565256400005,-79.3046724013,320524.072,4841530.268999999
438729,4848750,2021.0,2021,1954.0,PRIVATE,19,Beaches-East York,996 O'CONNOR DR,3,18,2021-04-21,49,Building Audit,15,2.0,3.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,3.0,3.0,3.0,2.0,,2.0,3.0,,S1921,43.709175201899995,-79.3105723901,320050.275,4840819.291
438730,4154517,2017.0,2021,1956.0,PRIVATE,8,Eglinton-Lawrence,27 HOTSPUR RD,3,11,2021-04-21,72,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,N0823,43.732497833100005,-79.4349702821,310023.188,4843394.977
438731,4152814,2017.0,2021,1970.0,PRIVATE,24,Scarborough-Guildwood,20 GREENCREST CRCT,10,136,2021-04-21,85,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2430,43.7583695279,-79.2234312468,327054.605,4846304.108
438732,4333368,2018.0,2021,1977.0,PRIVATE,13,Toronto Centre,545 SHERBOURNE ST,30,300,2021-04-21,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,S1323,43.6685668149,-79.3748331969,314878.356,4836298.032
438733,4333382,2018.0,2021,1978.0,PRIVATE,13,Toronto Centre,555 SHERBOURNE ST,30,292,2021-04-21,87,Evaluation needs to be conducted in 3 years,19,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,S1323,43.66956979,-79.375208558,314847.652,4836410.365
438734,4333391,2018.0,2021,1978.0,PRIVATE,13,Toronto Centre,565 SHERBOURNE ST,30,514,2021-04-21,88,Evaluation needs to be conducted in 3 years,20,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,S1323,43.669960972,-79.375430599,314829.679,4836453.8
438735,4153025,2018.0,2021,1965.0,PRIVATE,4,Parkdale-High Park,182 JAMESON AVE,11,82,2021-04-21,61,Evaluation needs to be conducted in 1 year,17,4.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,,2.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,,S0436,43.6389025378,-79.4370268337,309865.315,4832996.847
438736,4168808,2017.0,2021,1955.0,PRIVATE,4,Parkdale-High Park,23 JANE ST,3,18,2021-04-21,68,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,2.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0426,43.650079954300004,-79.48433563399999,306048.00899999996,4834236.904
438737,4154326,2017.0,2021,1960.0,PRIVATE,5,York South-Weston,1607 JANE ST,3,29,2021-04-21,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,W0528,43.7007645631,-79.5028199855,304557.17699999997,4839867.602
438738,4155140,2017.0,2021,1960.0,PRIVATE,5,York South-Weston,1848 JANE ST,3,21,2021-04-21,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0525,43.7079730961,-79.5055309072,304338.744,4840668.422
438739,4155141,2018.0,2021,1954.0,PRIVATE,5,York South-Weston,1860 JANE ST,4,40,2021-04-21,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,W0525,43.708761091999996,-79.50573988,304321.91,4840755.962
438740,4700131,,2021,,PRIVATE,7,Humber River-Black Creek,25 SAN ROMANOWAY,19,232,2021-04-21,64,Evaluation needs to be conducted in 1 year,18,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0725,43.7596379237,-79.51715959270001,303402.886,4846408.208000001
438741,4155283,2017.0,2021,1958.0,PRIVATE,3,Etobicoke-Lakeshore,10 KINGS POINT DR,3,19,2021-04-21,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,,,W0327,43.63983146819999,-79.4928529071,305360.98600000003,4833098.271000001
438742,4154177,2017.0,2021,1947.0,PRIVATE,15,Don Valley West,871 MILLWOOD RD,3,15,2021-04-21,71,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,,4.0,,4.0,,2.0,3.0,2.0,5.0,4.0,4.0,4.0,,5.0,3.0,,N1535,43.70375659770001,-79.3653122731,315639.846,4840208.712
438743,4155866,2017.0,2021,2008.0,TCHC,14,Toronto-Danforth,50 MATILDA ST,4,56,2021-04-21,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,S1434,43.660237712,-79.35303424899999,316637.682,4835376.563
438744,4152842,2017.0,2021,1974.0,TCHC,25,Scarborough-Rouge Park,4205 LAWRENCE AVE E,14,345,2021-04-21,71,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2537,43.76799274060001,-79.185350274,330116.903,4847384.065
438745,4250094,2018.0,2021,1922.0,PRIVATE,4,Parkdale-High Park,81 WILSON PARK RD,3,16,2021-04-21,70,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,,,3.0,2.0,3.0,4.0,4.0,4.0,,4.0,,,S0436,43.6391098783,-79.44211512140001,309454.75899999996,4833019.6
438746,4154032,2017.0,2021,1940.0,PRIVATE,8,Eglinton-Lawrence,3464 YONGE ST,4,27,2021-04-21,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,5.0,2.0,3.0,3.0,,3.0,,,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.734800638900005,-79.4050159529,312435.947,4843653.143999999
438747,4154031,2017.0,2021,1940.0,PRIVATE,8,Eglinton-Lawrence,3474 YONGE ST,4,27,2021-04-21,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,2.0,3.0,3.0,,3.0,,,5.0,5.0,4.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.7349962001,-79.40513064619999,312426.683,4843674.858
438748,4152966,2017.0,2021,1956.0,PRIVATE,4,Parkdale-High Park,124 TYNDALL AVE,4,28,2021-04-21,73,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,,S0437,43.637715924700004,-79.4293840613,310482.065,4832865.488
438749,4274213,2017.0,2021,1986.0,TCHC,10,Spadina-Fort York,20 VANAULEY ST,8,135,2021-04-21,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1023,43.648931485,-79.398985647,312932.99600000004,4834114.893
438750,4408585,2018.0,2021,1948.0,PRIVATE,11,University-Rosedale,130 MACPHERSON AVE,3,26,2021-04-21,74,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,,,3.0,5.0,5.0,4.0,3.0,3.0,,4.0,,,S1128,43.6783605408,-79.3950701921,313244.997,4837383.81
438751,4364249,2018.0,2021,1953.0,PRIVATE,19,Beaches-East York,9 STAG HILL DR,4,15,2021-04-21,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,S1927,43.70336356399999,-79.310527323,320055.105,4840174.598999999
438752,4154061,2017.0,2021,1983.0,SOCIAL HOUSING,19,Beaches-East York,2701-2703 ST CLAIR AVE E,5,127,2021-04-21,91,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,S1927,43.705532569,-79.3114443458,319980.908,4840414.447
438753,4153157,2017.0,2021,1989.0,TCHC,11,University-Rosedale,72 CLINTON ST,7,157,2021-04-21,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,,S1133,43.655697992200004,-79.41495949600001,311643.94899999996,4834864.327
438754,4243767,2017.0,2021,1900.0,PRIVATE,4,Parkdale-High Park,28 MAYNARD AVE,3,20,2021-04-21,77,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,3.0,4.0,4.0,,5.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,,,S0436,43.6380072384,-79.43803496470001,309784.048,4832897.33
438755,4326897,,2021,1951.0,PRIVATE,19,Beaches-East York,1139 O'CONNOR DR,3,12,2021-04-21,83,Evaluation needs to be conducted in 2 years,15,5.0,4.0,4.0,5.0,3.0,5.0,,3.0,,,5.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.7114376749,-79.30789566060001,320265.406,4841071.132
438756,4152893,2017.0,2021,1991.0,TCHC,25,Scarborough-Rouge Park,1315 NEILSON RD,5,126,2021-04-21,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,4.0,E2524,43.807786956,-79.2188121812,327408.037,4851795.432
438757,4155293,2017.0,2021,1955.0,PRIVATE,3,Etobicoke-Lakeshore,69 OLD MILL TER,4,26,2021-04-21,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0327,43.6497102952,-79.498711457,304888.256,4834195.725
438758,4155205,2017.0,2021,1959.0,PRIVATE,4,Parkdale-High Park,4029 OLD DUNDAS ST,8,29,2021-04-21,56,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,2.0,3.0,,2.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,,S0421,43.6639708719,-79.5021353711,304612.07,4835780.002
438759,4154068,2017.0,2021,1979.0,SOCIAL HOUSING,19,Beaches-East York,850 O'CONNOR DR,3,109,2021-04-21,82,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,S1922,43.7070607671,-79.31227990859999,319913.196,4840584.078
438760,4153795,2017.0,2021,1960.0,PRIVATE,15,Don Valley West,551 EGLINTON AVE E,8,54,2021-04-21,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N1530,43.710473290500005,-79.3785880328,314568.772,4840953.298
438761,4152801,2017.0,2021,1961.0,PRIVATE,24,Scarborough-Guildwood,5 CEDAR DR,10,86,2021-04-21,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,E2433,43.744527226,-79.2154577667,327701.9,4844768.433999999
438762,4152777,2017.0,2021,1979.0,TCHC,20,Scarborough Southwest,17 BRIMLEY RD,11,330,2021-04-21,88,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,E2026,43.7204681732,-79.2391056557,325805.62899999996,4842089.426
438763,4152936,2017.0,2021,1914.0,PRIVATE,4,Parkdale-High Park,1914 BLOOR ST W,3,16,2021-04-21,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,S0428,43.653724315,-79.466048263,307522.842,4834643.12
438764,4152937,2017.0,2021,1914.0,PRIVATE,4,Parkdale-High Park,1920 BLOOR ST W,3,16,2021-04-21,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0428,43.653685383,-79.466255527,307506.125,4834638.788
438765,4152909,2017.0,2021,1930.0,PRIVATE,4,Parkdale-High Park,2001 BLOOR ST W,4,60,2021-04-21,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,,4.0,,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S0431,43.651822183,-79.47144373100001,307087.937,4834430.705
438766,4153673,2017.0,2021,1925.0,PRIVATE,19,Beaches-East York,1836 QUEEN ST E,3,30,2021-04-21,57,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S1937,43.668459839700006,-79.3083945127,320236.165,4836296.316000001
438767,4653431,2019.0,2021,1965.0,PRIVATE,19,Beaches-East York,2178 QUEEN ST E,3,21,2021-04-21,64,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,,3.0,,3.0,,,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,,S1939,43.6722063299,-79.2908934269,321646.453,4836715.931
438768,4156514,2017.0,2021,1970.0,PRIVATE,4,Parkdale-High Park,7 O'HARA AVE,4,16,2021-04-21,70,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,3.0,,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,,,S0435,43.6416711241,-79.4340706425,310103.595,4833304.59
438769,4152631,2017.0,2021,1955.0,PRIVATE,21,Scarborough Centre,40 CRAIGTON DR,4,30,2021-04-21,89,Evaluation needs to be conducted in 3 years,16,5.0,3.0,5.0,4.0,4.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,E2131,43.727425208,-79.2987499996,320998.094,4842848.978999999
438770,4154766,2017.0,2021,1981.0,TCHC,16,Don Valley East,10 DEAUVILLE LANE,7,247,2021-04-21,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N1630,43.7175537141,-79.3316723208,318347.963,4841746.448
438771,4155610,2017.0,2021,1965.0,TCHC,19,Beaches-East York,1080 EASTERN AVE,6,41,2021-04-21,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,S1941,43.665859716199996,-79.3160434122,319619.997,4836006.058999999
438772,4261240,2017.0,2021,1950.0,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,2021-04-21,61,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,,,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,S1424,43.67792961,-79.3589234686,316159.63899999997,4837340.27
438773,4153833,2017.0,2021,1956.0,TCHC,15,Don Valley West,28 BROADWAY AVE,3,75,2021-04-21,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,N1526,43.71043048399999,-79.397121509,313074.95399999997,4840947.509
438774,4156182,2017.0,2021,1969.0,TCHC,14,Toronto-Danforth,80 BLAKE ST,14,190,2021-04-21,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,S1430,43.67437498899999,-79.339480129,317736.256,4836964.143
438775,4316602,2018.0,2021,1951.0,PRIVATE,19,Beaches-East York,995 O'CONNOR DR,3,12,2021-04-21,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,3.0,,S1924,43.7091921136,-79.3096855497,320121.73699999996,4840821.33
438776,4152688,2017.0,2021,1989.0,TCHC,20,Scarborough Southwest,120 TOWN HAVEN PL,8,150,2021-04-21,89,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,E2024,43.7332452174,-79.2592760831,324176.346,4843503.962
438777,4155938,2017.0,2021,1964.0,PRIVATE,21,Scarborough Centre,10 TRUDELLE ST,6,84,2021-04-20,84,Evaluation needs to be conducted in 2 years,18,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,,E2135,43.7402066562,-79.24491741920001,325330.686,4844280.778
